Server type: ROBUST
Variating number of clients.
(11, 9000, 15) : (415.51020408163265, 201.82, 565.7249626307922)
(11, 11000, 15) : (671.3777777777777, 305.1333333333333, 668.4761321909425)
(11, 12000, 15) : (749.5, 356.6818181818182, 730.0939597315436)
(11, 7000, 15) : (236.5, 122.45161290322581, 440.78269617706235)
(11, 8000, 15) : (333.8181818181818, 165.53571428571428, 499.8382608695652)
(11, 10000, 15) : (581.530612244898, 249.42857142857142, 615.5269541778976)
(11, 18000, 15) : (1875.025641025641, 817.974358974359, 1264.8907063197025)
(11, 1000, 15) : (6.526315789473684, 6.363636363636363, 105.88235294117646)
(11, 6000, 15) : (130.46808510638297, 92.65853658536585, 369.6038647342995)
(11, 16000, 15) : (2250.6052631578946, 917.9473684210526, 1042.983291562239)
(11, 4000, 15) : (55.1025641025641, 47.666666666666664, 255.88389513108615)
Variating delta.
(11, 10000, 9) : (777.0746268656717, 505.3492063492063, 5421.413705583756)
(11, 10000, 45) : (836.0483870967741, 449.0175438596491, 4653.383618149676)
(11, 10000, 33) : (1010.1014492753624, 556.5454545454545, 4683.871674491393)
(11, 10000, 12) : (740.85, 529.796875, 5447.665975103734)
(11, 10000, 36) : (820.55, 465.7692307692308, 4752.14245014245)
(11, 10000, 3) : (1548.2978723404256, 516.375, 4916.826666666667)
(11, 10000, 21) : (773.1785714285714, 457.47727272727275, 5273.02605459057)
(11, 10000, 27) : (896.4583333333334, 445.1034482758621, 4981.382409177821)
(11, 10000, 42) : (981.375, 568.7735849056604, 4689.649717514124)
(11, 10000, 18) : (762.9516129032259, 491.97435897435895, 5372.87230989957)
(11, 10000, 15) : (905.5833333333334, 455.75409836065575, 5422.4983974358975)
(11, 10000, 39) : (709.2597402597403, 459.37735849056605, 4715.742021276596)
(11, 10000, 0) : (741.9122807017544, 483.90909090909093, 4013.9411764705883)
(11, 10000, 24) : (1049.016129032258, 534.7272727272727, 5142.435675675676)
(11, 10000, 30) : (955.961038961039, 480.6530612244898, 4805.794543904518)
(11, 10000, 6) : (1193.0, 619.25, 5315.452296819788)
(11, 10000, 48) : (887.5428571428571, 546.75, 4587.96802646086)

Server type: NON_BLOCKING
Variating number of clients.
(1, 10000, 15) : (478.0, 430.7142857142857, 764.1428571428571)
(3, 10000, 15) : (621.6666666666666, 518.7333333333333, 809.0588235294117)
(5, 10000, 15) : (704.375, 564.5, 1158.2380952380952)
(7, 10000, 15) : (901.75, 564.5277777777778, 1512.921052631579)
(9, 10000, 15) : (1082.5333333333333, 605.6, 1955.1304347826087)
(11, 10000, 15) : (1158.3191489361702, 603.1489361702128, 2620.9767441860463)
(13, 10000, 15) : (1091.8809523809523, 515.8260869565217, 2510.3055555555557)
(15, 10000, 15) : (1077.546875, 485.77358490566036, 3263.873015873016)
(17, 10000, 15) : (1081.6666666666667, 513.9827586206897, 4286.79104477612)
(19, 10000, 15) : (996.1538461538462, 519.6829268292682, 3254.777777777778)
(21, 10000, 15) : (831.6794871794872, 505.15384615384613, 3914.3815789473683)
(23, 10000, 15) : (936.3714285714286, 474.125, 4794.275)
(25, 10000, 15) : (920.0625, 582.8214285714286, 3900.5102040816328)
(27, 10000, 15) : (1004.551724137931, 515.4313725490196, 4311.2040816326535)
(29, 10000, 15) : (801.9285714285714, 572.0833333333334, 4683.756756756757)
Variating number of elements.
(11, 12000, 15) : (817.0967741935484, 354.05, 954.6839729119639)
(11, 16000, 15) : (1217.5833333333333, 637.1428571428571, 1230.9357262103506)
(11, 13000, 15) : (924.4222222222222, 436.6666666666667, 1023.9028925619834)
(11, 18000, 15) : (1593.0277777777778, 806.25, 1403.74294205052)
(11, 5000, 15) : (193.5, 77.2, 453.8361581920904)
(11, 17000, 15) : (1553.5882352941176, 729.0, 1314.6307086614174)
(11, 1000, 15) : (6.266666666666667, 6.044444444444444, 111.0)
(11, 14000, 15) : (1041.8214285714287, 486.28, 1077.9354527938342)
(11, 2000, 15) : (17.606060606060606, 17.393939393939394, 180.48760330578511)
(11, 6000, 15) : (319.8809523809524, 104.2439024390244, 536.811320754717)
(11, 11000, 15) : (621.1212121212121, 300.3255813953488, 866.3350125944585)
(11, 10000, 15) : (691.1489361702128, 251.5681818181818, 813.7459239130435)
(11, 3000, 15) : (46.627450980392155, 34.55813953488372, 261.5698924731183)
(11, 4000, 15) : (107.71794871794872, 50.214285714285715, 358.7111111111111)
(11, 9000, 15) : (538.9767441860465, 200.71428571428572, 736.4033742331288)
(11, 15000, 15) : (1097.6666666666667, 568.2, 1145.4494180841539)
(11, 8000, 15) : (446.6585365853659, 159.19444444444446, 660.9912126537786)
(11, 7000, 15) : (436.55263157894734, 129.34782608695653, 610.6521739130435)
Variating delta.
(11, 10000, 27) : (888.2307692307693, 760.2727272727273, 5008.493707647628)
(11, 10000, 36) : (1590.75, 668.0392156862745, 4724.365537130498)
(11, 10000, 33) : (1279.7592592592594, 680.5, 4785.274385408406)
(11, 10000, 18) : (1488.7169811320755, 750.7, 5264.134370579915)
(11, 10000, 21) : (1814.6285714285714, 700.5294117647059, 5197.493413173653)
(11, 10000, 24) : (1792.1538461538462, 725.9215686274509, 5094.468152866242)
(11, 10000, 30) : (1397.5344827586207, 665.9777777777778, 4879.416305290546)
(11, 10000, 48) : (1210.2916666666667, 719.8913043478261, 4651.1015538290785)
(11, 10000, 0) : (1898.44776119403, 720.5892857142857, 5374.275362318841)
(11, 10000, 12) : (1875.8039215686274, 770.7608695652174, 5357.326359832636)
(11, 10000, 45) : (1714.9454545454546, 708.42, 4620.708210277614)
(11, 10000, 9) : (1890.9038461538462, 708.0204081632653, 5276.1505376344085)
(11, 10000, 39) : (1595.8, 726.4067796610169, 4673.11780455154)
(11, 10000, 15) : (1712.64, 710.3260869565217, 5387.542071197411)
(11, 10000, 6) : (1718.920634920635, 656.5652173913044, 5333.270072992701)
(11, 10000, 3) : (1912.5714285714287, 685.2962962962963, 5359.418181818181)
(11, 10000, 42) : (1596.9253731343283, 756.5820895522388, 4635.909769757312)
